OID,AddNum_Pre,Add_Number,AddNum_Suf,AddNo_Full,St_PreMod,St_PreDir,St_PreTyp,St_PreSep,St_Name,St_PosTyp,St_PosDir,St_PosMod,StNam_Full,Building,Floor,Unit,Room,Seat,Addtl_Loc,SubAddress,LandmkName,County,Inc_Muni,Post_City,Census_Plc,Uninc_Comm,Nbrhd_Comm,NatAmArea,NatAmSub,Urbnztn_PR,PlaceOther,PlaceNmTyp,State,Zip_Code,Plus_4,UUID,AddAuth,AddrRefSys,Longitude,Latitude,NatGrid,Elevation,Placement,AddrPoint,Related_ID,RelateType,ParcelSrc,Parcel_ID,AddrClass,Lifecycle,Effective,Expire,DateUpdate,AnomStatus,LocatnDesc,Addr_Type,DeliverTyp,NAD_Source,DataSet_ID
-1,,46,,46,,,,,Mallard,Drive,,,Mallard Drive,,,,,,,,,York,York,York,York Harbor CDP,York,,,,,,,ME,03909,,{DD0C4F30-3980-41CE-9E53-CA2D32C7915E},es.ngesi.maine.gov,,-70.672193733926903,43.146394194041903,19TCH6402478428,,Structure - Rooftop,-70.6721937339269 43.1463941940419,,,,,Numbered Thoroughfare Address,,,,3/14/2022 13:16:45,,,Other,,ngesi.maine.gov,
-1,,1551,,1551,,,,,Concord,Street,North,,Concord Street North,,,,,,,,,Dakota,Unincorporated,South Saint Paul,,,,,,,,,MN,55075,,{257AABF9-1D5C-4B80-B1F4-55CBCD487BAA},South Saint Paul,,-93.057877258075806,44.917301610595800,15TVK9543173765,,Structure - Rooftop,-93.0578772580758 44.9173016105958,,,,,Numbered Thoroughfare Address,,,,1/1/1900 0:00:00,,,Residential,,MetroGIS Coordinating Committee,
-1,,1018,,1018,,,,,SUMMIT WEST,Drive,,,SUMMIT WEST Drive,,,,,,,,,Wake,MORRISVILLE,MORRISVILLE,,,,,,,,,NC,27560,,{83C02A23-72DB-4032-B86F-CC81CB69AECB},,,-78.820147530545896,35.812982370184400,17SPV9694265398,,Unknown,-78.8201475305459 35.8129823701844,,,,,Numbered Thoroughfare Address,,,,10/15/2020 20:28:42,,,Residential,,State of North Carolina,
-1,,1310,,1310,,,,,FIFTEENMILE BRANCH,Road,,,FIFTEENMILE BRANCH Road,,,,,,GRAY DWMH/BLACK SHUTTERS/FRONT DECK,GRAY DWMH/BLACK SHUTTERS/FRONT DECK,,Perry,Unincorporated,HAZARD,,,,,,,,,KY,41701,,{6A42DC42-6117-454A-AE31-5C919DEECD67},perrycounty.ky.gov,,-83.239869379221005,37.350105985025401,17SLB0160936065,,Unknown,-83.239869379221 37.3501059850254,,,,,Numbered Thoroughfare Address,,,,12/28/2022 15:52:08,,,Residential,,State of Kentucky,
-1,,9779,,9779,,East,,,DOBSON,Road,,,East DOBSON Road,,,,,,,,,Greene,Unincorporated,Not stated,,,BLOOMFIELD,,,,,,IN,47424,,{85B4709A-6375-4180-95B5-E7849B164424},GREENE COUNTY,,-86.761186874679794,38.997274003207700,16SEJ2068016501,,Unknown,-86.7611868746798 38.9972740032077,,,,,Numbered Thoroughfare Address,,,,8/6/2022 0:00:00,,,Residential,,Indiana Geographic Information Council,
-1,,10521,,10521,,West,,,Providence,Road,,,West Providence Road,,,,,,,,,Chesterfield,Chesterfield County,Richmond,Rockwood CDP,,,,,,,,VA,23236,,{BFAF003C-ED3A-4ECD-93F1-480CF8851AFA},Chesterfield County,,-77.590499119691501,37.460612032933298,18STG7088449123,,Structure - Rooftop,-77.5904991196915 37.4606120329333,,,,,Numbered Thoroughfare Address,,7/29/2021 0:00:00,,7/29/2021 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,5954,,5954,,South,,,SANDARIO,Road,,,South SANDARIO Road,,,,,,,,,Pima,Unincorporated,TUCSON,,,,,,,,,AZ,85735,,{D7737956-8B44-45F8-980C-663FAC1ECC72},PIMA COUNTY ITD GIS,,-111.224748633000004,32.142413386999998,12SVA7880456243,,Unknown,-111.224748633 32.142413387,,,,,Numbered Thoroughfare Address,,,,2/1/2021 7:00:00,,,Unknown,,State of Arizona,
-1,,600,,600,,,,,CROSSINGS,Circle,,,CROSSINGS Circle,,,,,,PSUMMR83888**C,PSUMMR83888**C,,Summit,TALLMADGE,TALLMADGE,,TALLMADGE,CROSSINGS AT NORTHWEST,,,,,,OH,44278,,{86AF53AF-F332-40FC-A581-430A642637FE},COUNTY,,-81.455663489685193,41.118147960133903,17TMF6174651972,,Unknown,-81.4556634896852 41.1181479601339,,,,,Numbered Thoroughfare Address,,,,6/29/2015 0:00:00,,,Residential,,OHIO LOCATION BASED RESPONSE SYSTEM,
-1,,2966,,2966,,,,,NEWLON,Road,,,NEWLON Road,,,,,,CMRGCR00093**C,CMRGCR00093**C,,Morgan,Unincorporated,MALTA,,DEERFIELD TWP,,,,,,,OH,43758,,{BC53D7D9-24EE-4310-A8F0-B1FC3646DD9C},COUNTY,,-82.004504080534304,39.649133156619797,17SMD1381789297,,Unknown,-82.0045040805343 39.6491331566198,,,,,Numbered Thoroughfare Address,,,,6/29/2015 0:00:00,,,Residential,,OHIO LOCATION BASED RESPONSE SYSTEM,
-1,,2315,,2315,,,,,CASTLE ROCK,Road,,,CASTLE ROCK Road,,,,,,,,,Tarrant,Unincorporated,ARLINGTON,,,,,,,,,TX,,,{9CB02F17-C0CB-4119-B00A-DFEA77C19472},Tarrant Co 911,,-97.068682162000002,32.786093774999998,14SPB8086429224,,Unknown,-97.068682162 32.786093775,,,,,Numbered Thoroughfare Address,,5/1/2022 0:00:00,,3/22/2020 0:00:00,,,Unknown,,"Tarrant County, Texas",
-1,,1877,,1877,,,,,Attenborough,Street,,,Attenborough Street,,,,,,,,,Scott,Unincorporated,Shakopee,,,,,,,,,MN,55379,,{E131FA2D-163D-4903-A4E3-2B64CE65D48C},Shakopee,,-93.545076184712102,44.768303207158503,15TVK5686657356,,Parcel - Other,-93.5450761847121 44.7683032071585,,,,,Numbered Thoroughfare Address,,12/10/2019 17:42:24,,7/11/2022 16:32:31,,,Unknown,,MetroGIS Coordinating Committee,
-1,,5050,,5050,,East,,,River,Road,,,East River Road,,,,,,,,,Erie,Grand Island,Grand Island,,,,,,,,,NY,14072,,{FD7AF5D1-8AB9-4744-9903-9D13CE92464F},911 Addressing Authority,,-78.943452010750704,43.060317849331298,17TPH6746469565,,Structure - Rooftop,-78.9434520107507 43.0603178493313,,,,,Numbered Thoroughfare Address,,,,7/23/2018 20:07:26,,,Unknown,,New York State GIS Program Office,
-1,,512,,512,,,,,SAGEWOOD,Drive,,,SAGEWOOD Drive,,,,,,,,,New Hanover,Unincorporated,WILMINGTON,Porters Neck CDP,,,,,,,,NC,28411,,{FE427262-1D42-4FC0-B1BC-75826AFDB2FD},,,-77.773662465239099,34.308273244342203,18STC4475099821,,Unknown,-77.7736624652391 34.3082732443422,,,,,Numbered Thoroughfare Address,,,,1/11/2023 9:44:47,,,Unknown,,State of North Carolina,
-1,,18904,,18904,,East,,,33RD TERRACE,Court,South,,East 33RD TERRACE Court South,,,,,,,,,Jackson,Unincorporated,INDEPENDENCE,,,,,,,,,MO,64057,,{E329603A-309F-40CC-A9B1-E5838AE6F866},City of Independence,,-94.357056489000001,39.058972283000102,15SUD8258524197,,Structure - Interior,-94.357056489 39.0589722830001,,,,,Numbered Thoroughfare Address,,,,2/2/2022 0:00:00,,,Unknown,,"City of Independence, Missouri",
-1,,19318,,19318,,,,,SOUTH HILL,Street,,,SOUTH HILL Street,,,,,,,,,Mecklenburg,CORNELIUS,CORNELIUS,,,,,,,,,NC,28031,,{710CBACF-89CC-411D-B8A7-F8B722C622FC},,,-80.872296376879902,35.479024143996298,17SNV1158426174,,Unknown,-80.8722963768799 35.4790241439963,,,,,Numbered Thoroughfare Address,,,,5/5/2020 17:59:31,,,Residential,,State of North Carolina,
-1,,211,,211,,,,,HAGINS,Street,,,HAGINS Street,,,,,,,,,York,ROCK HILL,ROCK HILL,,,,,,,,,SC,29730,4421,{DD59B4EE-5EF0-44C4-9935-7A88C8EA1EA8},"York County Government, SC",,-81.033925568810403,34.928133698919602,17SMU9690165073,,Unknown,-81.0339255688104 34.9281336989196,,,,,Numbered Thoroughfare Address,,,,6/29/2012 11:07:47,,,Residential,,"York County, South Carolina",
-1,,424,,424,,,,,LANCASHIRE,,,,LANCASHIRE,,0,,,,,0,,St. Louis,Unincorporated,SAINT LOUIS,Glasgow Village CDP,,,,,,,,MO,63137,,{6075BAB1-CBF4-4ED7-BD32-68EF836C0F45},St Louis County,,-90.204949751000001,38.754477770999998,15SYC4288393241,,Structure - Interior,-90.204949751 38.754477771,,,,,Numbered Thoroughfare Address,,,,2/2/2022 0:00:00,,,Unknown,,"St Louis County, Missouri",
-1,,2887,,2887,,,,,View Way,,,,View Way,,,,,,,,,Navajo,Unincorporated,Not stated,Lake of the Woods CDP,Navajo County,,,,,,,AZ,,,{958C137B-5496-4E8F-A38C-BFC9D2F99740},NAUA911.AZ.GOV,,-110.006170659999995,34.167045328000000,12SWC9159981124,,Parcel - Other/Manual Pla,-110.00617066 34.167045328,,,,,Numbered Thoroughfare Address,,,,7/9/2021 0:00:00,,,Unknown,,State of Arizona,
-1,,1257,,1257,,,,,Pinehill,Boulevard,,,Pinehill Boulevard,,,,,,,,,Carver,Unincorporated,Waconia,,,,,,,,,MN,55387,,{C628E799-55AA-43A6-B663-E8F5B8E878CF},Waconia City,,-93.780179077840401,44.838852565579103,15TVK3833765345,,Structure - Interior,-93.7801790778404 44.8388525655791,,,,,Numbered Thoroughfare Address,,,,12/13/2007 0:00:00,,,Unknown,,MetroGIS Coordinating Committee,
-1,,5404,,5404,,,,,DIMEBOX,Drive,,,DIMEBOX Drive,,,,,,,,,Collin,Unincorporated,MCKINNEY,,,,,,,,,TX,75070,,{80E919B1-33CC-4D8C-A079-C590F9F868B0},NCTCOG,,-96.686558153999997,33.156156637999999,14SQB1575470981,,Unknown,-96.686558154 33.156156638,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,1/29/2020 19:35:43,,,Unknown,,"Collin County, Texas",
-1,,2710,,2710,,,,,Stingray,Court,,,Stingray Court,,,,,,,,,Henrico,Henrico County,Henrico,Short Pump CDP,,,,,,,,VA,23233,,{CCEBE50F-EE2E-40C1-87CB-68BC12A2B1EE},Henrico County,,-77.643850324028506,37.631955912959597,18STG6670068268,,Structure - Rooftop,-77.6438503240285 37.6319559129596,,,,,Numbered Thoroughfare Address,,3/2/2022 0:00:00,,3/2/2022 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,118,,118,,,,,Apple Blossom,Drive,,,Apple Blossom Drive,,,,,,,,,Clark,Arkadelphia,Arkadelphia,,,,,,,,,AR,71923,9387,{BD1CB427-1276-449C-AAAB-02F5A801D7DA},019,,-93.107757239753994,34.109526844630899,15SVT9006174305,,Unknown,-93.107757239754 34.1095268446309,,,,,Numbered Thoroughfare Address,,,,1/8/2019 0:00:00,,,Residential,,Arkansas Geographic Information Office,
-1,,17917,,17917,,,,,Lowe,Street,,,Lowe Street,,,,,,,,,Warren,Unincorporated,Not stated,,,,,,,,,IA,50001,,{D3897C5B-B238-47DD-AB52-B1975B194569},Warren County,,-93.463762062000001,41.330866595000003,15TVF6119275591,,Unknown,-93.463762062 41.330866595,,,,,Numbered Thoroughfare Address,,10/22/2020 0:00:00,,10/19/2020 0:00:00,,,Unknown,,State of Iowa,
-1,,5918,,5918,,,,,CARTER,Road,,,CARTER Road,,,,,,,,,Knox,Unincorporated,KNOXVILLE,,,,,,,,,TN,37918,,{BDD15D08-DD1C-4EF5-A4AF-5BC700E18F30},,,-83.880315749380102,36.077472087143398,17SKV4062496382,,Unknown,-83.8803157493801 36.0774720871434,,,,,Numbered Thoroughfare Address,,1/1/1900 0:00:00,,6/20/2019 13:39:48,,,Unknown,,State of TN,
-1,,105,,105,,,,,GEORGE,Street,,,GEORGE Street,,,,,,,,,Cecil,Unincorporated,NORTH EAST,,,,,,,,,MD,21901,,{AF96D30C-BB0C-478B-A11E-409A28D61351},CECIL COUNTY,,-75.937555640622705,39.602918911061700,18SVJ1950884106,,Unknown,-75.9375556406227 39.6029189110617,,,,,Numbered Thoroughfare Address,,,,6/28/2022 0:00:00,,,Other,,Maryland Department of Information Technology,
-1,,312,,312,,,,,SHALLOWFORD,Place,,,SHALLOWFORD Place,,,,,,,,,Jefferson,LOUISVILLE,LOUISVILLE,,LOUISVILLE,,,,,,,KY,40245,,{7F979195-A4E5-4921-B327-50E9956DD419},https://louisvilleky.gov/government/emergency-services,,-85.426895360885396,38.239196773248501,16SFH3766833524,,Unknown,-85.4268953608854 38.2391967732485,,,,,Numbered Thoroughfare Address,,,,12/20/2007 0:00:00,,,Unknown,,State of Kentucky,
-1,,341,,341,,South,,,GARY,Way,,,South GARY Way,,,,,,,,,Davis,CITY OF NORTH SALT LAKE,Not stated,,,,,,,,,UT,84054,,{E2EFC417-E7E7-4522-9060-35A40D74BF7D},DAVIS COUNTY,NSL,-111.891411538442000,40.834585863091299,12TVL2484320777,,Unknown,-111.891411538442 40.8345858630913,,,,,Numbered Thoroughfare Address,,,,9/23/2022 0:00:00,,,Unknown,,Utah AGRC,
-1,,12317,,12317,,,,,Three Elms,Road,,,Three Elms Road,,,,,,,,,Washington,Farmington,Farmington,,,,,,,,,AR,72730,9737,{19007C22-86D0-48C8-BC2A-C5BB41C5AD99},143,,-94.269458632565900,36.026987556550203,15SUV8562287687,,Unknown,-94.2694586325659 36.0269875565502,,,,,Numbered Thoroughfare Address,,,,2/3/2020 0:00:00,,,Commercial,,Arkansas Geographic Information Office,
-1,,2901,,2901,,,,,Oakview,Road,,,Oakview Road,,,,,,,,,Sebastian,Fort Smith,Fort Smith,,,,,,,,,AR,72908,8957,{448DB5A2-9323-48AD-A28A-5ACC7EE0E413},131,,-94.403909197428504,35.300056066049798,15SUV7235607222,,Unknown,-94.4039091974285 35.3000560660498,,,,,Numbered Thoroughfare Address,,,,4/4/2019 0:00:00,,,Residential,,Arkansas Geographic Information Office,
-1,,19,,19,,,,,Munson,Road,,,Munson Road,,,,,,,,,New Haven,Bethany,Not stated,,BETHANY,,,,,,,CT,06524,,{AC9998E2-5D13-4615-BCA2-7675F2AAE1F1},State of Connecticut Department of Emergency Services and Public Protection,,-72.988270093327202,41.441008790332702,18TXL6806189668,,Parcel - Other,-72.9882700933272 41.4410087903327,,,,,Numbered Thoroughfare Address,,,,3/4/2022 0:00:00,,,Unknown,,State of Connecticut,
-1,,1402,,1402,,South,,,HICKORY STICK,Circle,,,South HICKORY STICK Circle,,0,,,,,0,,Sedgwick,WICHITA,WICHITA,,WICHITA,,,,,,,KS,67230,,{923DE587-320E-4E7A-BD12-D46BDE0F0301},SEDGWICK COUNTY EMERGENCY COMMUNICATIONS,,-97.169948624622094,37.667814418571098,14SPG6140270534,,Structure - Rooftop,-97.1699486246221 37.6678144185711,,,,,Numbered Thoroughfare Address,,8/23/2005 0:00:00,,10/13/2022 0:00:00,,,Unknown,,State of Kansas,
-1,,3,,3,,,,,ANN MARIE,Lane,,,ANN MARIE Lane,,,,,,,,,Norfolk,FRANKLIN,Not stated,,FRANKLIN,,,,,,,MA,02038,,{8AD0EFB6-4581-5815-7AE0-03FAA16683D2},FRANKLIN,UNINC_COMM,-71.384700683000005,42.101158613999999,19TCG0281263759,,Structure - Rooftop,-71.384700683 42.101158614,,,,,Numbered Thoroughfare Address,,,,2/13/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,2113,,2113,,South,County Road,,870,,West,,South County Road 870 West,,,,,,,,,Howard,Unincorporated,Not stated,,,RUSSIAVILLE,,,,,,IN,,,{C69ECEEF-8A70-403C-9599-9B08B99F49A8},HOWARD COUNTY,,-86.295522234083293,40.444633195921298,16TEK5974277347,,Unknown,-86.2955222340833 40.4446331959213,,,,,Numbered Thoroughfare Address,,,,8/16/2022 0:00:00,,,Residential,,Indiana Geographic Information Council,
-1,,2600,,2600,,,,,Reagan,Avenue,,,Reagan Avenue,,,201,,,,201,,Virginia Beach city,Virginia Beach City,Virginia Beach,,,,,,,,,VA,23454,,{47E237C5-0BF1-4011-A101-1CC2ABA8C68D},Virginia Beach City,,-76.057818970113402,36.852769233379703,18SVF0569679061,,Structure - Rooftop,-76.0578189701134 36.8527692333797,,,,,Numbered Thoroughfare Address,,12/12/2021 0:00:00,,12/12/2021 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,2161,,2161,,,,,BRENTWOOD,Drive,,,BRENTWOOD Drive,,,,,,,,,Sangamon,SPRINGFIELD,SPRINGFIELD,,,,,,,,,IL,62704,,{13D62B58-0D67-41A5-8FFE-9AEF6CBAFF42},Reserved for future use,,-89.694189549808101,39.773453834148398,16SBK6925006085,,Unknown,-89.6941895498081 39.7734538341484,,,,,Numbered Thoroughfare Address,,,,10/21/2022 13:43:27,,,Unknown,,State of Illinois,
-1,,233,,233,,,,,WAIKAKAAUA,Drive,,,WAIKAKAAUA Drive,,,,,,,,,Bastrop,Unincorporated,BASTROP,,,,,,,,,TX,78602,,{EF8C0C48-D231-4AA1-B9DF-432F946A1DEF},CAPCOG911,,-97.317065752000005,30.082702385000101,14RPU6219229143,,Unknown,-97.317065752 30.0827023850001,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,9/9/2016 0:00:00,,,Unknown,,"Bastrop County, Texas",
-1,,7298,,7298,,,,,MIRADA,,,,MIRADA,,,,,,,,,Tarrant,Unincorporated,GRAND PRAIRIE,,,,,,,,,TX,,,{40515FA2-6C49-487F-8D16-9DA71D1E6C68},Tarrant Co 911,,-97.056463480999994,32.580744805000101,14SPB8242506476,,Unknown,-97.056463481 32.5807448050001,,,,,Numbered Thoroughfare Address,,5/1/2022 0:00:00,,3/22/2020 0:00:00,,,Unknown,,"Tarrant County, Texas",
-1,,1499,,1499,,,,,Atlantic,Avenue,,,Atlantic Avenue,,,,,,,,,Kings,Unincorporated,Brooklyn,,,,,,,,,NY,11213,,{21CA6763-9D61-4DDA-9A62-75B147D0E7AF},911 Addressing Authority,,-73.939369041718095,40.678088389618999,18TWL8963403563,,Structure - Rooftop,-73.9393690417181 40.678088389619,,,,,Numbered Thoroughfare Address,,,,12/12/2022 12:31:11,,,Unknown,,New York State GIS Program Office,
-1,,5432,,5432,,,,,BEATTIES FORD,Road,,,BEATTIES FORD Road,,,,,,,,,Mecklenburg,CHARLOTTE,CHARLOTTE,,,,,,,,,NC,28216,,{3F95AE33-F433-47A9-8A20-3525577E9E45},,,-80.860321861103003,35.308900176485899,17SNV1269707308,,Unknown,-80.860321861103 35.3089001764859,,,,,Numbered Thoroughfare Address,,,,5/5/2020 18:21:12,,,Residential,,State of North Carolina,
-1,,304,,304,,,,,Royal Ct,Lane,South,,Royal Ct Lane South,,,,,,,,,Camden,"Camden, Camden",Camden,,,,,,,,,NJ,08103,1092,{C92AC212-AF08-4CF7-AAF6-8B1EDBAEB2B5},NJ Office of GIS,,-75.126014884010601,39.940344423888398,18SVK8923421143,,Structure - Rooftop,-75.12601488401063 39.940344423888426,,,,e9015ff1-fa65-434d-b209-d1ccf71a0080,Numbered Thoroughfare Address,,,,1/13/2022 13:39:50,,,Residence,,State of New Jersey,c85f76cd-a467-40e9-85b6-267775697a33
-1,,622,,622,,,,,RAY,Street,,,RAY Street,,,APT 15-47,,,,APT 15-47,HARLAN HOUSING AUTHORITY,Harlan,HARLAN,Not stated,,HARLAN,,,,,,,KY,,,{A7218A5A-B08C-4E6A-ACCA-F86E7F6FC6E1},kentuckystatepolice.org,,-83.312273334844804,36.846696250190902,17SKA9383480361,,Unknown,-83.3122733348448 36.8466962501909,,,,,Numbered Thoroughfare Address,,,,4/20/2011 0:00:00,,,Unknown,,State of Kentucky,
-1,,12070,,12070,,East,,,JEWELL,Avenue,,,East JEWELL Avenue,,,,,,,,,Arapahoe,AURORA,Not stated,,,,,,,,,CO,80012,,{BC7C3E6E-7791-4A95-ACFA-313BF6FA271B},,,-104.847759199579002,39.681830227329797,13SED1305592455,,,-104.847759199579 39.6818302273298,,,,,Numbered Thoroughfare Address,,,,5/1/2022 0:00:00,,,Unknown,,Colorado OIT GIS,
-1,,251,,251,,,,,MONTGOMERY,Street,,,MONTGOMERY Street,,,,,,,,,Bristol,FALL RIVER,Not stated,,FALL RIVER,,,,,,,MA,02720,,{8AD0EFB3-4789-7895-7AE0-03FAA16683D2},FALL RIVER,UNINC_COMM,-71.135540579999898,41.725348549000003,19TCG2237621486,,Structure - Rooftop,-71.1355405799999 41.725348549,,,,,Numbered Thoroughfare Address,,,,3/19/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,2412,,2412,,,,,ZENA LONA,Street,Northeast,,ZENA LONA Street Northeast,,,,,,,,,Bernalillo,Unincorporated,ALBUQUERQUE,,ALBUQUERQUE,,,,,,,NM,87112,,{DAA43D4B-6FFB-4918-843D-76DAA4A4E506},BE_CO,,-106.510679305180005,35.109809788557101,13SCU6232686264,,Unknown,-106.51067930518 35.1098097885571,,,,,Numbered Thoroughfare Address,,7/18/2022 0:00:00,,7/21/2022 0:00:00,,,Unknown,,University of New Mexico EDAC,
-1,,5,,5,,,,,EQUESTRIAN,Drive,,,EQUESTRIAN Drive,,,,,,,,,Middlesex,NORTH READING,Not stated,,NORTH READING,,,,,,,MA,01864,,{8AD0EFAC-4375-3755-7AE0-03FAA16683D2},NORTH READING,UNINC_COMM,-71.068820607000006,42.590038716999999,19TCH3025317365,,Structure - Rooftop,-71.068820607 42.590038717,,,,,Numbered Thoroughfare Address,,,,3/7/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,13630,,13630,,,,,Old Chatwood,Place,,,Old Chatwood Place,,,,,,,,,Fairfax,Fairfax County,Chantilly,Chantilly CDP,,,,,,,,VA,20151,,{ECB82971-08AD-4054-876C-79E36E33623A},Fairfax County,,-77.420559483198502,38.903002419817000,18STJ9010008798,,Structure - Rooftop,-77.4205594831985 38.903002419817,,,,,Numbered Thoroughfare Address,,1/31/2022 0:00:00,,1/31/2022 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,1713,,1713,,,,,MAPLETON,Avenue,,,MAPLETON Avenue,,,,,,,,,Boulder,BOULDER,Not stated,,,,,,,,,CO,80304,,{B8B34F9E-4FE6-4983-BA01-FFC62D5CCBC5},,,-105.274208356296995,40.022635550380102,13TDE7660130305,,Unknown,-105.274208356297 40.0226355503801,,,,,Numbered Thoroughfare Address,,,,5/1/2022 0:00:00,,,Unknown,,Colorado OIT GIS,
-1,,7216,,7216,,South,,,INDEPENDENCE,Street,,,South INDEPENDENCE Street,,,,,,,,,Jefferson,LITTLETON,Not stated,Ken Caryl CDP,,,,,,,,CO,80128,,{1B28441E-0DDD-4778-84B7-1AF8AF172263},,,-105.108931848699001,39.587042117362600,13SDD9064581930,,Unknown,-105.108931848699 39.5870421173626,,,,,Numbered Thoroughfare Address,,,,5/10/2022 0:00:00,,,Residential,,Colorado OIT GIS,
-1,,195,,195,,,,,WILDERS,Lane,,,WILDERS Lane,,,50,,,,50,,Franklin,Unincorporated,LOUISBURG,,,LOUISBURG,,,,,,NC,27549,,{523272FF-164B-4C52-B695-AAD279350F49},,,-78.270433389811402,35.999274428054797,17SQV4604087314,,Unknown,-78.2704333898114 35.9992744280548,,,,,Numbered Thoroughfare Address,,,,2/9/2023 0:00:00,,,Unknown,,State of North Carolina,
-1,,1681,,1681,,,,,Old Highway 64,,,,Old Highway 64,,,,,,,,,Crittenden,Crawfordsville,Crawfordsville,,,,,,,,,AR,72327,2003,{D1AB7E8D-FE70-4CB8-8597-626D9DEA94C1},035,,-90.329166401582100,35.227347635226302,15SYV4307101524,,Unknown,-90.3291664015821 35.2273476352263,,,,,Numbered Thoroughfare Address,,,,11/5/2014 0:00:00,,,Residential,,Arkansas Geographic Information Office,
-1,,3421,,3421,,,,,RIDGE RANCH,,,,RIDGE RANCH,,,,,,,,,Bexar,Unincorporated,SAN ANTONIO,,,,,,,,,TX,,,{305A86E6-CC7E-4D56-9C0C-239A3AD4AB59},BEXARMETRO911,,-98.433738770999994,29.560002871000101,14RNT5485470165,,Unknown,-98.433738771 29.5600028710001,,,,,Numbered Thoroughfare Address,,10/4/2021 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Bexar County, Texas",
-1,,2911,,2911,,,,,BENTON,,,,BENTON,,,,,,,,,Jackson,Unincorporated,Kansas City,,,,,,,,,MO,64127,,{869674B2-E8B5-432F-A635-AF3A5ABAB189},Kansas City,,-94.548677580000003,39.091825360000001,15SUD6606728108,,Unknown,-94.54867758 39.09182536,,,,,Numbered Thoroughfare Address,,,,2/2/2022 0:00:00,,,Unknown,,"Kansas City, Missouri",
-1,,6,,6,,,,,HERBERT,Road,,,HERBERT Road,,,,,,,,,Worcester,WORCESTER,Not stated,,WORCESTER,,,,,,,MA,01602,,{8AD0EF9F-AB5C-B5C5-7AE0-03FAA16683D2},WORCESTER,UNINC_COMM,-71.831870839000004,42.267698631000002,19TBG6644783382,,Structure - Rooftop,-71.831870839 42.267698631,,,,,Numbered Thoroughfare Address,,,,1/30/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,801,,801,,West,,,MINERAL,Road,,,West MINERAL Road,,,,,,,,,Maricopa,PHOENIX,Not stated,,,,,,,,,AZ,,,{D48359D9-017D-4F90-8F08-C39278586B18},MARICOPA911.AZ.GOV,,-112.085543919000003,33.356073542000097,12SUB9899991288,,Unknown,-112.085543919 33.3560735420001,,,,,Numbered Thoroughfare Address,,,,2/12/2022 13:42:12,,,Unknown,,State of Arizona,
-1,,1010,,1010,,West,,,ERIE,Street,,,West ERIE Street,,,,,,,,,Pima,TUCSON,TUCSON,,,,,,,,,AZ,85745,,{0431F151-865D-40D3-8982-0F53595BEC75},PIMA COUNTY ITD GIS,,-110.986801821000000,32.232546813000098,12SWA0124366212,,Unknown,-110.986801821 32.2325468130001,,,,,Numbered Thoroughfare Address,,,,2/1/2021 7:00:00,,,Unknown,,State of Arizona,
-1,,18511,,18511,,,,,BAKER,Avenue,,,BAKER Avenue,,,,,,,,,Cook,COUNTRY CLUB HILLS,COUNTRY CLUB HILLS,,,,,,,,,IL,60478,,{CA70BA9F-F6AA-45E2-8651-5DDA2E06E5B4},Reserved for future use,,-87.723967603614497,41.554238260854000,16TDM3962500538,,Unknown,-87.7239676036145 41.554238260854,,,,,Numbered Thoroughfare Address,,,,2/16/2023 0:00:00,,,Unknown,,State of Illinois,
-1,,2419,,2419,,North,,,CRYSTAL,Court,,,North CRYSTAL Court,,,,,,,,,Mesa,GRAND JUNCTION,Not stated,Redlands CDP,,,,,,,,CO,81507,,{856AA31A-1A5C-49F4-AEDD-2CA6613D657B},,,-108.604363435235996,39.069968239278602,12SYJ0725027272,,Unknown,-108.604363435236 39.0699682392786,,,,,Numbered Thoroughfare Address,,,,5/10/2022 0:00:00,,,Unknown,,Colorado OIT GIS,
-1,,336,,336,,,,,Eastwood,Drive,,,Eastwood Drive,,,,,,,,,Washington,Prairie Grove,Prairie Grove,,,,,,,,,AR,72753,0000,{26A49722-E9F4-469E-AFC6-FBDAF5A98D12},143,,-94.308277324446607,35.980577332304797,15SUV8205582585,,Unknown,-94.3082773244466 35.9805773323048,,,,,Numbered Thoroughfare Address,,,,2/3/2020 0:00:00,,,Residential,,Arkansas Geographic Information Office,
-1,,1411,,1411,,East,,,BROADWAY,Street,,,East BROADWAY Street,,,,,,,,,Terry,Unincorporated,Not stated,,,,,,,,,TX,,,{854D211A-587F-4475-B31B-23FB3388BE7E},CSEC,,-102.255466067000000,33.178442232000101,13SGS5590574425,,Unknown,-102.255466067 33.1784422320001,,,,,Numbered Thoroughfare Address,,2/1/2022 0:00:00,,7/21/2021 21:53:20,,,Unknown,,"Terry County, Texas",
